time_s,signal,time_min,time_hour,smoothed_signal,baseline,detrended_signal
401.388,-0.419683,6.6898,0.11149666666666666,-0.419723,-0.419679,-4.399999999998849e-05
401.518,-0.419726,6.691966666666667,0.11153277777777777,-0.419723,-0.419679,-4.399999999998849e-05
401.648,-0.419776,6.694133333333334,0.1115688888888889,-0.419723,-0.419679,-4.399999999998849e-05
401.779,-0.41969,6.696316666666666,0.11160527777777778,-0.419723,-0.419679,-4.399999999998849e-05
401.912,-0.4197,6.698533333333333,0.11164222222222221,-0.419723,-0.419679,-4.399999999998849e-05
402.045,-0.419756,6.70075,0.11167916666666668,-0.419723,-0.419679,-4.399999999998849e-05
402.183,-0.419757,6.70305,0.1117175,-0.419723,-0.419679,-4.399999999998849e-05
402.317,-0.419672,6.705283333333333,0.11175472222222223,-0.419719,-0.419679,-3.999999999998449e-05
402.448,-0.419694,6.707466666666666,0.1117911111111111,-0.419719,-0.419679,-3.999999999998449e-05
402.58,-0.419759,6.709666666666666,0.11182777777777778,-0.419719,-0.419679,-3.999999999998449e-05
402.711,-0.419751,6.71185,0.11186416666666667,-0.419719,-0.419679,-3.999999999998449e-05
402.839,-0.419674,6.713983333333333,0.11189972222222222,-0.419719,-0.419679,-3.999999999998449e-05
402.974,-0.419673,6.716233333333333,0.11193722222222222,-0.419719,-0.419679,-3.999999999998449e-05
403.102,-0.419752,6.718366666666666,0.11197277777777777,-0.419719,-0.419679,-3.999999999998449e-05
403.235,-0.41975,6.720583333333334,0.11200972222222223,-0.419719,-0.419679,-3.999999999998449e-05
403.364,-0.419667,6.722733333333333,0.11204555555555555,-0.419719,-0.419679,-3.999999999998449e-05
403.5,-0.419683,6.725,0.11208333333333333,-0.419719,-0.419679,-3.999999999998449e-05
403.628,-0.41974,6.727133333333333,0.11211888888888888,-0.419719,-0.419679,-3.999999999998449e-05
403.756,-0.419719,6.729266666666666,0.11215444444444443,-0.419719,-0.419679,-3.999999999998449e-05
403.888,-0.419672,6.731466666666666,0.1121911111111111,-0.419719,-0.419679,-3.999999999998449e-05
404.022,-0.419719,6.7337,0.11222833333333333,-0.419719,-0.419679,-3.999999999998449e-05
404.15,-0.419757,6.735833333333333,0.11226388888888889,-0.419719,-0.419679,-3.999999999998449e-05
404.279,-0.41969,6.737983333333333,0.11229972222222222,-0.419719,-0.419679,-3.999999999998449e-05
404.406,-0.419689,6.7401,0.112335,-0.419719,-0.419679,-3.999999999998449e-05
404.534,-0.41975,6.742233333333333,0.11237055555555556,-0.419719,-0.419677,-4.199999999998649e-05
404.663,-0.419749,6.744383333333333,0.11240638888888889,-0.419719,-0.419677,-4.199999999998649e-05
404.794,-0.419672,6.746566666666666,0.11244277777777777,-0.419719,-0.419677,-4.199999999998649e-05
404.923,-0.419658,6.748716666666667,0.11247861111111111,-0.419719,-0.419677,-4.199999999998649e-05
405.054,-0.419758,6.7509,0.11251499999999999,-0.419719,-0.419677,-4.199999999998649e-05
405.184,-0.419731,6.753066666666667,0.11255111111111112,-0.419719,-0.419677,-4.199999999998649e-05
405.331,-0.41967,6.755516666666667,0.11259194444444445,-0.419719,-0.419677,-4.199999999998649e-05
405.462,-0.419667,6.7577,0.11262833333333333,-0.419719,-0.419677,-4.199999999998649e-05
405.592,-0.419756,6.7598666666666665,0.11266444444444444,-0.419731,-0.419677,-5.3999999999998494e-05
405.721,-0.419766,6.762016666666667,0.11270027777777777,-0.419731,-0.419677,-5.3999999999998494e-05
405.85,-0.419684,6.764166666666667,0.11273611111111112,-0.419731,-0.419677,-5.3999999999998494e-05
405.981,-0.419669,6.76635,0.1127725,-0.419731,-0.419676,-5.500000000002725e-05
406.111,-0.419759,6.768516666666667,0.11280861111111111,-0.419731,-0.419676,-5.500000000002725e-05
406.243,-0.419737,6.770716666666667,0.11284527777777778,-0.419731,-0.419676,-5.500000000002725e-05
406.373,-0.419668,6.772883333333334,0.11288138888888889,-0.419731,-0.419676,-5.500000000002725e-05
406.507,-0.419733,6.7751166666666665,0.11291861111111111,-0.419731,-0.419676,-5.500000000002725e-05
406.636,-0.419761,6.777266666666667,0.11295444444444445,-0.419731,-0.419676,-5.500000000002725e-05
406.768,-0.419713,6.779466666666666,0.1129911111111111,-0.419733,-0.419676,-5.700000000002925e-05
406.899,-0.419681,6.78165,0.1130275,-0.419733,-0.419676,-5.700000000002925e-05
407.027,-0.419745,6.783783333333333,0.11306305555555556,-0.419733,-0.419676,-5.700000000002925e-05
407.158,-0.419774,6.785966666666667,0.11309944444444445,-0.419733,-0.419676,-5.700000000002925e-05
407.289,-0.419685,6.78815,0.11313583333333332,-0.419733,-0.419676,-5.700000000002925e-05
407.418,-0.419699,6.7903,0.11317166666666667,-0.419733,-0.419676,-5.700000000002925e-05
407.547,-0.419755,6.7924500000000005,0.1132075,-0.419733,-0.419676,-5.700000000002925e-05
407.679,-0.419769,6.79465,0.11324416666666666,-0.419733,-0.419676,-5.700000000002925e-05
407.812,-0.419703,6.796866666666667,0.11328111111111111,-0.419721,-0.419676,-4.500000000001725e-05
407.946,-0.419696,6.7991,0.11331833333333334,-0.419721,-0.419675,-4.599999999999049e-05
408.082,-0.419779,6.801366666666667,0.11335611111111112,-0.419721,-0.419675,-4.599999999999049e-05
408.216,-0.4198,6.8036,0.11339333333333333,-0.419721,-0.419675,-4.599999999999049e-05
408.348,-0.419702,6.8058000000000005,0.11343,-0.419721,-0.419675,-4.599999999999049e-05
408.48,-0.4197,6.808000000000001,0.11346666666666667,-0.419721,-0.419675,-4.599999999999049e-05
408.611,-0.419777,6.810183333333333,0.11350305555555555,-0.419721,-0.419675,-4.599999999999049e-05
408.744,-0.419747,6.8124,0.11354,-0.419721,-0.419675,-4.599999999999049e-05
408.874,-0.419686,6.814566666666667,0.11357611111111111,-0.419721,-0.419675,-4.599999999999049e-05
409.004,-0.419721,6.8167333333333335,0.11361222222222223,-0.419721,-0.419675,-4.599999999999049e-05
409.133,-0.419765,6.818883333333333,0.11364805555555554,-0.419721,-0.419675,-4.599999999999049e-05
409.267,-0.419714,6.821116666666667,0.11368527777777777,-0.419721,-0.419675,-4.599999999999049e-05
409.396,-0.419696,6.823266666666667,0.11372111111111112,-0.419721,-0.419675,-4.599999999999049e-05
409.529,-0.419764,6.825483333333334,0.11375805555555556,-0.419721,-0.419674,-4.700000000001925e-05
409.657,-0.419762,6.827616666666667,0.11379361111111111,-0.419721,-0.419674,-4.700000000001925e-05
409.787,-0.4197,6.829783333333333,0.11382972222222222,-0.419721,-0.419674,-4.700000000001925e-05
409.918,-0.419695,6.831966666666667,0.11386611111111111,-0.419721,-0.419674,-4.700000000001925e-05
410.047,-0.419762,6.8341166666666675,0.11390194444444446,-0.419721,-0.419674,-4.700000000001925e-05
410.179,-0.419758,6.836316666666666,0.1139386111111111,-0.419721,-0.419674,-4.700000000001925e-05
410.314,-0.419711,6.838566666666667,0.11397611111111111,-0.419721,-0.419674,-4.700000000001925e-05
410.447,-0.419691,6.840783333333333,0.11401305555555556,-0.419721,-0.419674,-4.700000000001925e-05
410.579,-0.419791,6.842983333333334,0.11404972222222222,-0.419748,-0.419674,-7.40000000000185e-05
410.711,-0.419774,6.845183333333334,0.11408638888888889,-0.419748,-0.419674,-7.40000000000185e-05
410.842,-0.419707,6.847366666666667,0.11412277777777777,-0.419748,-0.419674,-7.40000000000185e-05
410.97,-0.419698,6.849500000000001,0.11415833333333335,-0.419748,-0.419673,-7.499999999999174e-05
411.104,-0.419774,6.851733333333333,0.11419555555555555,-0.419748,-0.419673,-7.499999999999174e-05
411.233,-0.419763,6.853883333333333,0.1142313888888889,-0.419748,-0.419673,-7.499999999999174e-05
411.367,-0.419696,6.856116666666667,0.11426861111111111,-0.419748,-0.419673,-7.499999999999174e-05
411.496,-0.41972,6.858266666666666,0.11430444444444444,-0.419748,-0.419673,-7.499999999999174e-05
411.626,-0.419772,6.860433333333333,0.11434055555555554,-0.419748,-0.419673,-7.499999999999174e-05
411.756,-0.419748,6.8626,0.11437666666666665,-0.419748,-0.419673,-7.499999999999174e-05
411.887,-0.419708,6.8647833333333335,0.11441305555555556,-0.419748,-0.419673,-7.499999999999174e-05
412.017,-0.419752,6.86695,0.11444916666666667,-0.419752,-0.419673,-7.899999999999574e-05
412.148,-0.419779,6.869133333333334,0.11448555555555556,-0.419752,-0.419673,-7.899999999999574e-05
412.278,-0.419716,6.871300000000001,0.11452166666666667,-0.419748,-0.419673,-7.499999999999174e-05
412.411,-0.419693,6.873516666666666,0.11455861111111111,-0.419748,-0.419673,-7.499999999999174e-05
412.556,-0.419764,6.875933333333333,0.11459888888888889,-0.419752,-0.419672,-8.00000000000245e-05
412.698,-0.419767,6.878299999999999,0.11463833333333333,-0.419752,-0.419672,-8.00000000000245e-05
412.84,-0.419703,6.8806666666666665,0.11467777777777777,-0.419748,-0.419672,-7.60000000000205e-05
412.981,-0.419706,6.883016666666666,0.11471694444444444,-0.419748,-0.419672,-7.60000000000205e-05
413.113,-0.41978,6.8852166666666665,0.11475361111111111,-0.419752,-0.419672,-8.00000000000245e-05
413.251,-0.41976,6.8875166666666665,0.11479194444444443,-0.419752,-0.419672,-8.00000000000245e-05
413.391,-0.419702,6.88985,0.11483083333333334,-0.419752,-0.419672,-8.00000000000245e-05
413.526,-0.419759,6.8921,0.11486833333333334,-0.419752,-0.419672,-8.00000000000245e-05
413.666,-0.419768,6.894433333333334,0.11490722222222222,-0.419757,-0.419672,-8.500000000000174e-05
413.804,-0.419704,6.896733333333333,0.11494555555555555,-0.419744,-0.419672,-7.20000000000165e-05
413.937,-0.419705,6.89895,0.1149825,-0.419744,-0.419672,-7.20000000000165e-05
414.077,-0.419769,6.901283333333334,0.1150213888888889,-0.419757,-0.419672,-8.500000000000174e-05
414.208,-0.419787,6.9034666666666675,0.11505777777777779,-0.419757,-0.419672,-8.500000000000174e-05
414.346,-0.419715,6.905766666666667,0.11509611111111111,-0.419744,-0.419672,-7.20000000000165e-05
414.476,-0.419718,6.907933333333333,0.11513222222222222,-0.419744,-0.419672,-7.20000000000165e-05
414.61,-0.419793,6.910166666666667,0.11516944444444445,-0.419757,-0.419672,-8.500000000000174e-05
414.744,-0.419757,6.912400000000001,0.11520666666666668,-0.419757,-0.419672,-8.500000000000174e-05
414.879,-0.419711,6.91465,0.11524416666666668,-0.419744,-0.419672,-7.20000000000165e-05
415.01,-0.419744,6.916833333333333,0.11528055555555555,-0.419744,-0.419672,-7.20000000000165e-05
415.14,-0.419786,6.919,0.11531666666666666,-0.419744,-0.419672,-7.20000000000165e-05
415.269,-0.419733,6.92115,0.1153525,-0.419739,-0.419672,-6.699999999998374e-05
415.398,-0.419715,6.9233,0.11538833333333334,-0.419739,-0.419672,-6.699999999998374e-05
415.529,-0.419773,6.925483333333333,0.11542472222222222,-0.419744,-0.419672,-7.20000000000165e-05
415.668,-0.419768,6.9278,0.11546333333333333,-0.419744,-0.419672,-7.20000000000165e-05
415.811,-0.419722,6.930183333333333,0.11550305555555555,-0.419739,-0.419672,-6.699999999998374e-05
415.949,-0.419704,6.932483333333334,0.11554138888888889,-0.419739,-0.419671,-6.799999999995698e-05
416.089,-0.419768,6.934816666666666,0.11558027777777778,-0.419744,-0.419671,-7.299999999998974e-05
416.229,-0.419783,6.93715,0.11561916666666666,-0.419739,-0.419671,-6.799999999995698e-05
416.37,-0.419711,6.9395,0.11565833333333334,-0.419733,-0.419671,-6.20000000000065e-05
416.507,-0.419739,6.941783333333333,0.11569638888888889,-0.419739,-0.419671,-6.799999999995698e-05
416.649,-0.41978,6.94415,0.11573583333333333,-0.419739,-0.419671,-6.799999999995698e-05
416.786,-0.419707,6.946433333333333,0.11577388888888888,-0.419733,-0.419671,-6.20000000000065e-05
416.927,-0.419705,6.948783333333334,0.11581305555555556,-0.419729,-0.419671,-5.8000000000002494e-05
417.07,-0.419767,6.9511666666666665,0.11585277777777778,-0.419739,-0.419671,-6.799999999995698e-05
417.213,-0.419763,6.953550000000001,0.11589250000000001,-0.419739,-0.419671,-6.799999999995698e-05
417.359,-0.419707,6.955983333333333,0.11593305555555555,-0.419729,-0.419671,-5.8000000000002494e-05
417.498,-0.419729,6.9582999999999995,0.11597166666666667,-0.419739,-0.419671,-6.799999999995698e-05
417.641,-0.419781,6.960683333333334,0.1160113888888889,-0.41976,-0.419671,-8.900000000000574e-05
417.778,-0.419722,6.962966666666667,0.11604944444444446,-0.419739,-0.419671,-6.799999999995698e-05
417.926,-0.419719,6.965433333333333,0.11609055555555556,-0.419729,-0.419671,-5.8000000000002494e-05
418.055,-0.419784,6.967583333333334,0.11612638888888889,-0.419739,-0.419671,-6.799999999995698e-05
418.198,-0.419775,6.969966666666666,0.11616611111111111,-0.41976,-0.419671,-8.900000000000574e-05
418.336,-0.419701,6.972266666666667,0.11620444444444444,-0.419729,-0.419671,-5.8000000000002494e-05
418.474,-0.419702,6.974566666666666,0.11624277777777778,-0.419729,-0.419671,-5.8000000000002494e-05
418.61,-0.419784,6.976833333333333,0.11628055555555555,-0.41976,-0.419671,-8.900000000000574e-05
418.752,-0.41976,6.9792000000000005,0.11632,-0.419735,-0.419671,-6.40000000000085e-05
418.898,-0.419704,6.981633333333334,0.11636055555555556,-0.419729,-0.419671,-5.8000000000002494e-05
419.028,-0.419772,6.9838000000000005,0.11639666666666668,-0.419735,-0.419669,-6.60000000000105e-05
419.163,-0.419779,6.9860500000000005,0.11643416666666667,-0.41976,-0.419669,-9.100000000000774e-05
419.3,-0.419698,6.988333333333333,0.11647222222222223,-0.419735,-0.419669,-6.60000000000105e-05
419.442,-0.419698,6.9907,0.11651166666666667,-0.419735,-0.419669,-6.60000000000105e-05
419.578,-0.419779,6.992966666666666,0.11654944444444444,-0.41976,-0.419669,-9.100000000000774e-05
419.72,-0.419787,6.995333333333334,0.1165888888888889,-0.41976,-0.419668,-9.20000000000365e-05
419.862,-0.419692,6.9977,0.11662833333333333,-0.419735,-0.419668,-6.700000000003925e-05
420.006,-0.419718,7.0001,0.11666833333333333,-0.419735,-0.419668,-6.700000000003925e-05
420.141,-0.419774,7.002350000000001,0.11670583333333334,-0.41976,-0.419667,-9.300000000000974e-05
420.282,-0.419735,7.0047,0.116745,-0.419757,-0.419667,-8.999999999997899e-05
420.418,-0.419723,7.006966666666667,0.11678277777777778,-0.419735,-0.419667,-6.80000000000125e-05
420.549,-0.419786,7.00915,0.11681916666666665,-0.419757,-0.419666,-9.100000000000774e-05
420.68,-0.419777,7.011333333333334,0.11685555555555556,-0.419757,-0.419666,-9.100000000000774e-05
420.81,-0.419709,7.0135,0.11689166666666667,-0.419735,-0.419666,-6.900000000004125e-05
420.947,-0.419731,7.015783333333333,0.11692972222222223,-0.419735,-0.419666,-6.900000000004125e-05
421.085,-0.419799,7.018083333333333,0.11696805555555555,-0.419757,-0.419666,-9.100000000000774e-05
421.22,-0.419792,7.020333333333334,0.11700555555555556,-0.419757,-0.419666,-9.100000000000774e-05
421.353,-0.419688,7.02255,0.11704250000000001,-0.419735,-0.419666,-6.900000000004125e-05
421.488,-0.419732,7.0248,0.11708,-0.419757,-0.419666,-9.100000000000774e-05
421.618,-0.419798,7.026966666666667,0.11711611111111112,-0.419765,-0.419666,-9.900000000001574e-05
